is_pick,match_id,order,team,hero,win
False,6568205642,20,BOOM Esports,Phantom Assassin,1
True,6568205642,14,Evil Geniuses,Chen,0
False,6568205642,21,Evil Geniuses,Brewmaster,0
True,6568401515,4,TSM FTX,Io,1
False,6568401515,3,Team Spirit,Mars,0
True,6568401515,7,TSM FTX,Chaos Knight,1
False,6568401515,11,Team Spirit,Pugna,0
False,6568401515,1,Team Spirit,Storm Spirit,0
False,6568401515,12,TSM FTX,Grimstroke,1
False,6568401515,2,TSM FTX,Keeper of the Light,1
True,6568401515,23,Team Spirit,Viper,0
True,6568401515,17,Team Spirit,Monkey King,0
False,6568401515,19,Team Spirit,Batrider,0
False,6568401515,21,Team Spirit,Kunkka,0
False,6568401515,18,TSM FTX,Lina,1
True,6568401515,15,TSM FTX,Underlord,1
False,6568401515,9,Team Spirit,Leshrac,0
False,6568401515,8,TSM FTX,Medusa,1
True,6568401515,16,TSM FTX,Death Prophet,1
True,6568401515,5,Team Spirit,Dragon Knight,0
False,6568401515,10,TSM FTX,Invoker,1
False,6568401515,20,TSM FTX,Queen of Pain,1
True,6568401515,22,TSM FTX,Enchantress,1
False,6568401515,0,TSM FTX,Bane,1
True,6568401515,14,Team Spirit,Shadow Shaman,0
False,6568401515,13,Team Spirit,Rubick,0
True,6568401515,6,Team Spirit,Techies,0
False,6568412845,9,Fnatic,Io,1
False,6568412845,13,Fnatic,Mars,1
False,6568412845,3,Fnatic,Pugna,1
True,6568412845,4,Team Liquid,Grimstroke,0
True,6568412845,15,Team Liquid,Doom,0
False,6568412845,19,Fnatic,Terrorblade,1
False,6568412845,2,Team Liquid,Keeper of the Light,0
False,6568412845,21,Fnatic,Timbersaw,1
True,6568412845,16,Team Liquid,Visage,0
True,6568412845,22,Team Liquid,Troll Warlord,0
False,6568412845,20,Team Liquid,Pangolier,0
True,6568412845,17,Fnatic,Wraith King,1
False,6568412845,1,Fnatic,Razor,1
True,6568412845,7,Team Liquid,Tiny,0
False,6568412845,0,Team Liquid,Templar Assassin,0
False,6568412845,12,Team Liquid,Lina,0
False,6568412845,8,Team Liquid,Medusa,0
True,6568412845,14,Fnatic,Death Prophet,1
False,6568412845,10,Team Liquid,Dragon Knight,0
False,6568412845,11,Fnatic,Beastmaster,1
False,6568412845,18,Team Liquid,Tidehunter,0
True,6568412845,5,Fnatic,Shadow Shaman,1
True,6568412845,6,Fnatic,Treant Protector,1
True,6568412845,23,Fnatic,Magnus,1
False,6568508914,3,TSM FTX,Io,0
False,6568508914,1,TSM FTX,Mars,0
True,6568508914,15,Team Spirit,Chaos Knight,1
False,6568508914,0,Team Spirit,Pugna,1
True,6568508914,5,TSM FTX,Storm Spirit,0
False,6568508914,13,TSM FTX,Grimstroke,0
True,6568508914,17,TSM FTX,Necrophos,0
True,6568508914,4,Team Spirit,Keeper of the Light,1
False,6568508914,18,Team Spirit,Troll Warlord,1
False,6568508914,9,TSM FTX,Pangolier,0
True,6568508914,6,TSM FTX,Monkey King,0
False,6568508914,11,TSM FTX,Sand King,0
True,6568508914,22,Team Spirit,Templar Assassin,1
True,6568508914,23,TSM FTX,Huskar,0
True,6568508914,7,Team Spirit,Ember Spirit,1
False,6568508914,8,Team Spirit,Medusa,1
False,6568508914,21,TSM FTX,Death Prophet,0
False,6568508914,2,Team Spirit,Dragon Knight,1
True,6568508914,14,TSM FTX,Abaddon,0
False,6568508914,10,Team Spirit,Enchantress,1
False,6568508914,12,Team Spirit,Bane,1
False,6568508914,19,TSM FTX,Anti-Mage,0
False,6568508914,20,Team Spirit,Juggernaut,1
True,6568508914,16,Team Spirit,Phoenix,1
False,6568523627,10,Fnatic,Io,0
False,6568523627,0,Fnatic,Mars,0
False,6568523627,1,Team Liquid,Pugna,1
False,6568523627,18,Fnatic,Storm Spirit,0
False,6568523627,2,Fnatic,Grimstroke,0
True,6568523627,15,Fnatic,Terrorblade,0
True,6568523627,23,Team Liquid,Keeper of the Light,1
False,6568523627,19,Team Liquid,Viper,1
True,6568523627,22,Fnatic,Pangolier,0
False,6568523627,12,Fnatic,Sand King,0
False,6568523627,13,Team Liquid,Wraith King,1
False,6568523627,11,Team Liquid,Templar Assassin,1
False,6568523627,21,Team Liquid,Underlord,1
False,6568523627,3,Team Liquid,Medusa,1
False,6568523627,9,Team Liquid,Death Prophet,1
True,6568523627,5,Team Liquid,Dragon Knight,1
True,6568523627,7,Fnatic,Abaddon,0
False,6568523627,8,Fnatic,Beastmaster,0
True,6568523627,6,Team Liquid,Hoodwink,1
True,6568523627,4,Fnatic,Shadow Shaman,0
True,6568523627,14,Team Liquid,Undying,1
True,6568523627,17,Team Liquid,Spectre,1
True,6568523627,16,Fnatic,Magnus,0
False,6568523627,20,Fnatic,Zeus,0
True,6568623245,7,Team Spirit,Io,1
False,6568623245,9,Thunder Awaken,Mars,0
False,6568623245,11,Thunder Awaken,Chaos Knight,0
False,6568623245,2,Team Spirit,Pugna,1
True,6568623245,4,Team Spirit,Storm Spirit,1
False,6568623245,3,Thunder Awaken,Keeper of the Light,0
False,6568623245,12,Team Spirit,Viper,1
False,6568623245,0,Team Spirit,Timbersaw,1
True,6568623245,5,Thunder Awaken,Tiny,0
True,6568623245,6,Thunder Awaken,Nyx Assassin,0
False,6568623245,13,Thunder Awaken,Templar Assassin,0
True,6568623245,22,Team Spirit,Underlord,1
False,6568623245,8,Team Spirit,Medusa,1
False,6568623245,10,Team Spirit,Death Prophet,1
False,6568623245,1,Thunder Awaken,Bane,0
False,6568623245,21,Thunder Awaken,Beastmaster,0
False,6568623245,18,Team Spirit,Tidehunter,1
True,6568623245,15,Team Spirit,Shadow Shaman,1
True,6568623245,14,Thunder Awaken,Lich,0
True,6568623245,16,Team Spirit,Anti-Mage,1
True,6568623245,23,Thunder Awaken,Snapfire,0
True,6568623245,17,Thunder Awaken,Spectre,0
False,6568623245,20,Team Spirit,Night Stalker,1
False,6568623245,19,Thunder Awaken,Magnus,0
True,6568647082,5,Team Liquid,Io,1
False,6568647082,1,Team Liquid,Mars,1
False,6568647082,11,Team Liquid,Chaos Knight,1
False,6568647082,3,Team Liquid,Storm Spirit,1
False,6568647082,0,Gaimin Gladiators,Grimstroke,0
False,6568647082,2,Gaimin Gladiators,Keeper of the Light,0
False,6568647082,10,Gaimin Gladiators,Timbersaw,0
False,6568647082,12,Gaimin Gladiators,Void Spirit,0
False,6568647082,19,Team Liquid,Pangolier,1
True,6568647082,23,Team Liquid,Sand King,1
True,6568647082,6,Team Liquid,Razor,1
False,6568647082,20,Gaimin Gladiators,Tiny,0
True,6568647082,14,Team Liquid,Clockwerk,1
False,6568647082,9,Team Liquid,Lina,1
False,6568647082,18,Gaimin Gladiators,Ember Spirit,0
False,6568647082,8,Gaimin Gladiators,Leshrac,0
True,6568647082,4,Gaimin Gladiators,Dragon Knight,0
True,6568647082,15,Gaimin Gladiators,Bloodseeker,0
True,6568647082,17,Team Liquid,Enigma,1
False,6568647082,21,Team Liquid,Puck,1
False,6568647082,13,Team Liquid,Enchantress,1
True,6568647082,7,Gaimin Gladiators,Bane,0
True,6568647082,16,Gaimin Gladiators,Hoodwink,0
True,6568647082,22,Gaimin Gladiators,Broodmother,0
True,6568705223,7,Team Spirit,Io,1
True,6568705223,4,Team Spirit,Mars,1
False,6568705223,11,Thunder Awaken,Chaos Knight,0
False,6568705223,2,Team Spirit,Pugna,1
False,6568705223,3,Thunder Awaken,Storm Spirit,0
False,6568705223,13,Thunder Awaken,Grimstroke,0
True,6568705223,17,Thunder Awaken,Terrorblade,0
False,6568705223,0,Team Spirit,Timbersaw,1
True,6568705223,22,Team Spirit,Pangolier,1
True,6568705223,5,Thunder Awaken,Sand King,0
True,6568705223,23,Thunder Awaken,Tiny,0
False,6568705223,12,Team Spirit,Batrider,1
False,6568705223,10,Team Spirit,Kunkka,1
False,6568705223,19,Thunder Awaken,Underlord,0
False,6568705223,20,Team Spirit,Ember Spirit,1
True,6568705223,16,Team Spirit,Medusa,1
True,6568705223,6,Thunder Awaken,Mirana,0
False,6568705223,18,Team Spirit,Invoker,1
True,6568705223,14,Thunder Awaken,Abaddon,0
False,6568705223,21,Thunder Awaken,Puck,0
False,6568705223,1,Thunder Awaken,Bane,0
False,6568705223,9,Thunder Awaken,Anti-Mage,0
False,6568705223,8,Team Spirit,Spectre,1
True,6568705223,15,Team Spirit,Rubick,1
False,6568751767,1,Gaimin Gladiators,Io,0
False,6568751767,3,Gaimin Gladiators,Mars,0
False,6568751767,13,Gaimin Gladiators,Chaos Knight,0
False,6568751767,0,Team Liquid,Storm Spirit,1
True,6568751767,4,Team Liquid,Grimstroke,1
False,6568751767,20,Team Liquid,Doom,1
True,6568751767,15,Team Liquid,Keeper of the Light,1
False,6568751767,18,Team Liquid,Viper,1
False,6568751767,21,Gaimin Gladiators,Timbersaw,0
True,6568751767,22,Team Liquid,Visage,1
True,6568751767,17,Gaimin Gladiators,Void Spirit,0
True,6568751767,7,Team Liquid,Pangolier,1
False,6568751767,9,Gaimin Gladiators,Underlord,0
False,6568751767,12,Team Liquid,Ember Spirit,1
False,6568751767,2,Team Liquid,Dragon Knight,1
False,6568751767,8,Team Liquid,Bloodseeker,1
False,6568751767,10,Team Liquid,Puck,1
False,6568751767,11,Gaimin Gladiators,Enchantress,0
True,6568751767,14,Gaimin Gladiators,Bane,0
False,6568751767,19,Gaimin Gladiators,Tidehunter,0
True,6568751767,23,Gaimin Gladiators,Phantom Assassin,0
True,6568751767,5,Gaimin Gladiators,Chen,0
True,6568751767,6,Gaimin Gladiators,Lycan,0
True,6568751767,16,Team Liquid,Bristleback,1
True,6569495782,15,T1,Io,0
True,6569495782,5,BOOM Esports,Mars,1
True,6569495782,7,T1,Chaos Knight,0
False,6569495782,1,BOOM Esports,Pugna,1
True,6569495782,16,T1,Storm Spirit,0
False,6569495782,9,BOOM Esports,Grimstroke,1
False,6569495782,18,T1,Terrorblade,0
False,6569495782,21,BOOM Esports,Viper,1
False,6569495782,13,BOOM Esports,Nature's Prophet,1
False,6569495782,8,T1,Monkey King,0
False,6569495782,2,T1,Razor,0
False,6569495782,11,BOOM Esports,Lina,1
False,6569495782,12,T1,Medusa,0
False,6569495782,19,BOOM Esports,Death Prophet,1
False,6569495782,0,T1,Mirana,0
False,6569495782,3,BOOM Esports,Dragon Knight,1
True,6569495782,17,BOOM Esports,Puck,1
False,6569495782,10,T1,Hoodwink,0
True,6569495782,6,BOOM Esports,Shadow Shaman,1
False,6569495782,20,T1,Sven,0
True,6569495782,4,T1,Treant Protector,0
True,6569495782,22,T1,Vengeful Spirit,0
True,6569495782,23,BOOM Esports,Juggernaut,1
True,6569495782,14,BOOM Esports,Phoenix,1
False,6569495972,11,Evil Geniuses,Io,0
True,6569495972,4,BetBoom Team,Mars,1
True,6569495972,7,BetBoom Team,Chaos Knight,1
False,6569495972,13,Evil Geniuses,Pugna,0
False,6569495972,2,BetBoom Team,Storm Spirit,1
True,6569495972,15,BetBoom Team,Grimstroke,1
False,6569495972,10,BetBoom Team,Terrorblade,1
True,6569495972,5,Evil Geniuses,Viper,0
True,6569495972,14,Evil Geniuses,Timbersaw,0
False,6569495972,1,Evil Geniuses,Visage,0
False,6569495972,3,Evil Geniuses,Nature's Prophet,0
True,6569495972,23,Evil Geniuses,Void Spirit,0
True,6569495972,6,Evil Geniuses,Tusk,0
True,6569495972,17,Evil Geniuses,Wraith King,0
False,6569495972,12,BetBoom Team,Ember Spirit,1
False,6569495972,19,Evil Geniuses,Leshrac,0
False,6569495972,8,BetBoom Team,Medusa,1
False,6569495972,0,BetBoom Team,Dragon Knight,1
False,6569495972,21,Evil Geniuses,Invoker,0
False,6569495972,9,Evil Geniuses,Abaddon,0
True,6569495972,22,BetBoom Team,Puck,1
False,6569495972,18,BetBoom Team,Bane,1
False,6569495972,20,BetBoom Team,Shadow Shaman,1
True,6569495972,16,BetBoom Team,Ancient Apparition,1
False,6569502056,2,beastcoast,Io,0
False,6569502056,11,Tundra Esports,Mars,1
True,6569502056,4,beastcoast,Chaos Knight,0
False,6569502056,3,Tundra Esports,Pugna,1
True,6569502056,5,Tundra Esports,Grimstroke,1
True,6569502056,14,Tundra Esports,Doom,1
True,6569502056,17,Tundra Esports,Necrophos,1
True,6569502056,22,beastcoast,Keeper of the Light,0
False,6569502056,1,Tundra Esports,Timbersaw,1
False,6569502056,0,beastcoast,Visage,0
True,6569502056,7,beastcoast,Void Spirit,0
True,6569502056,6,Tundra Esports,Pangolier,1
False,6569502056,18,beastcoast,Wraith King,0
False,6569502056,19,Tundra Esports,Batrider,1
False,6569502056,12,beastcoast,Underlord,0
False,6569502056,10,beastcoast,Dragon Knight,0
False,6569502056,9,Tundra Esports,Bloodseeker,1
True,6569502056,16,beastcoast,Winter Wyvern,0
False,6569502056,13,Tundra Esports,Bane,1
False,6569502056,8,beastcoast,Beastmaster,0
True,6569502056,23,Tundra Esports,Spectre,1
False,6569502056,20,beastcoast,Juggernaut,0
False,6569502056,21,Tundra Esports,Brewmaster,1
True,6569502056,15,beastcoast,Rubick,0
True,6569577483,7,BetBoom Team,Io,1
True,6569577483,4,BetBoom Team,Mars,1
True,6569577483,6,Evil Geniuses,Chaos Knight,0
True,6569577483,5,Evil Geniuses,Pugna,0
False,6569577483,2,BetBoom Team,Storm Spirit,1
True,6569577483,14,Evil Geniuses,Grimstroke,0
False,6569577483,13,Evil Geniuses,Terrorblade,0
True,6569577483,15,BetBoom Team,Necrophos,1
False,6569577483,10,BetBoom Team,Viper,1
False,6569577483,1,Evil Geniuses,Visage,0
False,6569577483,3,Evil Geniuses,Nature's Prophet,0
False,6569577483,18,BetBoom Team,Void Spirit,1
False,6569577483,11,Evil Geniuses,Pangolier,0
True,6569577483,23,Evil Geniuses,Tiny,0
False,6569577483,19,Evil Geniuses,Kunkka,0
False,6569577483,8,BetBoom Team,Ember Spirit,1
False,6569577483,21,Evil Geniuses,Leshrac,0
False,6569577483,9,Evil Geniuses,Medusa,0
False,6569577483,0,BetBoom Team,Dragon Knight,1
False,6569577483,20,BetBoom Team,Invoker,1
False,6569577483,12,BetBoom Team,Puck,1
True,6569577483,17,Evil Geniuses,Beastmaster,0
True,6569577483,16,BetBoom Team,Ancient Apparition,1
True,6569577483,22,BetBoom Team,Snapfire,1
False,6569582522,11,BOOM Esports,Io,0
False,6569582522,0,T1,Mars,1
False,6569582522,8,T1,Chaos Knight,1
False,6569582522,3,BOOM Esports,Pugna,0
False,6569582522,12,T1,Storm Spirit,1
True,6569582522,14,BOOM Esports,Grimstroke,0
False,6569582522,10,T1,Terrorblade,1
True,6569582522,16,T1,Jakiro,1
True,6569582522,17,BOOM Esports,Void Spirit,0
True,6569582522,7,T1,Razor,1
False,6569582522,21,BOOM Esports,Kunkka,0
False,6569582522,13,BOOM Esports,Lina,0
True,6569582522,23,BOOM Esports,Faceless Void,0
False,6569582522,9,BOOM Esports,Lifestealer,0
True,6569582522,22,T1,Death Prophet,1
False,6569582522,2,T1,Mirana,1
False,6569582522,1,BOOM Esports,Dragon Knight,0
False,6569582522,19,BOOM Esports,Puck,0
True,6569582522,5,BOOM Esports,Shadow Shaman,0
True,6569582522,4,T1,Treant Protector,1
False,6569582522,18,T1,Riki,1
False,6569582522,20,T1,Anti-Mage,1
True,6569582522,15,T1,Spectre,1
True,6569582522,6,BOOM Esports,Brewmaster,0
False,6569623765,3,beastcoast,Io,0
False,6569623765,2,Tundra Esports,Mars,1
True,6569623765,4,Tundra Esports,Chaos Knight,1
True,6569623765,7,Tundra Esports,Pugna,1
False,6569623765,10,Tundra Esports,Storm Spirit,1
True,6569623765,5,beastcoast,Grimstroke,0
True,6569623765,15,Tundra Esports,Doom,1
False,6569623765,18,Tundra Esports,Keeper of the Light,1
False,6569623765,0,Tundra Esports,Timbersaw,1
False,6569623765,1,beastcoast,Visage,0
False,6569623765,11,beastcoast,Pangolier,0
True,6569623765,6,beastcoast,Tiny,0
False,6569623765,20,Tundra Esports,Batrider,1
False,6569623765,12,Tundra Esports,Underlord,1
True,6569623765,17,beastcoast,Lifestealer,0
False,6569623765,19,beastcoast,Slardar,0
False,6569623765,8,Tundra Esports,Dragon Knight,1
True,6569623765,14,beastcoast,Enchantress,0
False,6569623765,9,beastcoast,Beastmaster,0
True,6569623765,22,Tundra Esports,Shadow Shaman,1
True,6569623765,16,Tundra Esports,Snapfire,1
True,6569623765,23,beastcoast,Venomancer,0
False,6569623765,21,beastcoast,Lycan,0
False,6569623765,13,beastcoast,Phoenix,0
True,6569705664,7,Evil Geniuses,Io,0
True,6569705664,4,Evil Geniuses,Mars,0
False,6569705664,8,Evil Geniuses,Chaos Knight,0
False,6569705664,1,OG,Storm Spirit,1
False,6569705664,13,OG,Grimstroke,1
False,6569705664,10,Evil Geniuses,Viper,0
False,6569705664,0,Evil Geniuses,Timbersaw,0
False,6569705664,19,OG,Void Spirit,1
True,6569705664,6,OG,Pangolier,1
False,6569705664,12,Evil Geniuses,Wraith King,0
False,6569705664,2,Evil Geniuses,Razor,0
False,6569705664,21,OG,Tiny,1
False,6569705664,20,Evil Geniuses,Batrider,0
True,6569705664,22,Evil Geniuses,Templar Assassin,0
True,6569705664,17,OG,Kunkka,1
False,6569705664,18,Evil Geniuses,Huskar,0
True,6569705664,23,OG,Underlord,1
False,6569705664,3,OG,Ember Spirit,1
True,6569705664,15,Evil Geniuses,Bloodseeker,0
True,6569705664,5,OG,Enigma,1
True,6569705664,16,Evil Geniuses,Winter Wyvern,0
False,6569705664,9,OG,Puck,1
True,6569705664,14,OG,Windranger,1
False,6569705664,11,OG,Gyrocopter,1
False,6569732558,9,T1,Io,0
False,6569732558,1,T1,Mars,0
True,6569732558,4,BetBoom Team,Chaos Knight,1
False,6569732558,3,T1,Pugna,0
False,6569732558,8,BetBoom Team,Grimstroke,1
False,6569732558,19,T1,Timbersaw,0
True,6569732558,7,BetBoom Team,Nature's Prophet,1
True,6569732558,23,T1,Tiny,0
False,6569732558,18,BetBoom Team,Batrider,1
True,6569732558,17,T1,Templar Assassin,0
True,6569732558,22,BetBoom Team,Clockwerk,1
False,6569732558,12,BetBoom Team,Lina,1
False,6569732558,20,BetBoom Team,Ember Spirit,1
False,6569732558,21,T1,Death Prophet,0
False,6569732558,11,T1,Disruptor,0
False,6569732558,0,BetBoom Team,Dragon Knight,1
True,6569732558,15,BetBoom Team,Puck,1
True,6569732558,6,T1,Shadow Shaman,0
False,6569732558,2,BetBoom Team,Treant Protector,1
False,6569732558,13,T1,Snapfire,0
False,6569732558,10,BetBoom Team,Spectre,1
True,6569732558,5,T1,Brewmaster,0
True,6569732558,14,T1,Phoenix,0
True,6569732558,16,BetBoom Team,Skywrath Mage,1
False,6569733548,10,BOOM Esports,Io,0
False,6569733548,1,Tundra Esports,Mars,1
True,6569733548,5,Tundra Esports,Chaos Knight,1
True,6569733548,4,BOOM Esports,Pugna,0
False,6569733548,13,Tundra Esports,Storm Spirit,1
False,6569733548,3,Tundra Esports,Grimstroke,1
False,6569733548,0,BOOM Esports,Doom,0
True,6569733548,7,BOOM Esports,Timbersaw,0
True,6569733548,23,Tundra Esports,Shadow Demon,1
False,6569733548,2,BOOM Esports,Visage,0
True,6569733548,6,Tundra Esports,Pangolier,1
False,6569733548,8,BOOM Esports,Batrider,0
False,6569733548,19,Tundra Esports,Templar Assassin,1
True,6569733548,16,BOOM Esports,Kunkka,0
False,6569733548,20,BOOM Esports,Underlord,0
False,6569733548,9,Tundra Esports,Ember Spirit,1
False,6569733548,12,BOOM Esports,Death Prophet,0
True,6569733548,15,BOOM Esports,Mirana,0
False,6569733548,11,Tundra Esports,Puck,1
True,6569733548,14,Tundra Esports,Bane,1
True,6569733548,22,BOOM Esports,Ursa,0
False,6569733548,21,Tundra Esports,Naga Siren,1
True,6569733548,17,Tundra Esports,Snapfire,1
False,6569733548,18,BOOM Esports,Brewmaster,0
True,6569845922,6,T1,Io,0
True,6569845922,4,BetBoom Team,Mars,1
False,6569845922,1,T1,Chaos Knight,0
False,6569845922,10,BetBoom Team,Grimstroke,1
True,6569845922,22,BetBoom Team,Viper,1
False,6569845922,19,T1,Shadow Demon,0
True,6569845922,7,BetBoom Team,Visage,1
False,6569845922,3,T1,Nature's Prophet,0
True,6569845922,14,T1,Jakiro,0
False,6569845922,20,BetBoom Team,Void Spirit,1
True,6569845922,5,T1,Pangolier,0
False,6569845922,18,BetBoom Team,Batrider,1
False,6569845922,12,BetBoom Team,Ember Spirit,1
True,6569845922,23,T1,Leshrac,0
False,6569845922,13,T1,Mirana,0
False,6569845922,0,BetBoom Team,Dragon Knight,1
True,6569845922,16,BetBoom Team,Winter Wyvern,1
True,6569845922,15,BetBoom Team,Puck,1
False,6569845922,8,BetBoom Team,Shadow Shaman,1
False,6569845922,2,BetBoom Team,Treant Protector,1
False,6569845922,9,T1,Undying,0
True,6569845922,17,T1,Spectre,0
False,6569845922,11,T1,Chen,0
False,6569845922,21,T1,Phoenix,0
False,6570018786,3,Team Liquid,Io,0
True,6570018786,5,Team Liquid,Mars,0
True,6570018786,7,TSM FTX,Chaos Knight,1
False,6570018786,1,Team Liquid,Pugna,0
False,6570018786,2,TSM FTX,Storm Spirit,1
True,6570018786,6,Team Liquid,Grimstroke,0
True,6570018786,4,TSM FTX,Keeper of the Light,1
False,6570018786,12,TSM FTX,Timbersaw,1
False,6570018786,9,Team Liquid,Pangolier,0
False,6570018786,10,TSM FTX,Monkey King,1
True,6570018786,23,Team Liquid,Razor,0
False,6570018786,11,Team Liquid,Templar Assassin,0
False,6570018786,13,Team Liquid,Kunkka,0
True,6570018786,17,Team Liquid,Clockwerk,0
True,6570018786,15,TSM FTX,Underlord,1
False,6570018786,20,TSM FTX,Lifestealer,1
False,6570018786,8,TSM FTX,Medusa,1
False,6570018786,0,TSM FTX,Dragon Knight,1
True,6570018786,14,Team Liquid,Enigma,0
False,6570018786,19,Team Liquid,Puck,0
False,6570018786,21,Team Liquid,Queen of Pain,0
True,6570018786,16,TSM FTX,Enchantress,1
False,6570018786,18,TSM FTX,Juggernaut,1
True,6570018786,22,TSM FTX,Rubick,1
False,6570172820,1,Team Liquid,Io,0
True,6570172820,5,Team Liquid,Mars,0
True,6570172820,7,TSM FTX,Chaos Knight,1
False,6570172820,2,TSM FTX,Pugna,1
False,6570172820,11,Team Liquid,Storm Spirit,0
False,6570172820,3,Team Liquid,Keeper of the Light,0
False,6570172820,20,TSM FTX,Pangolier,1
False,6570172820,12,TSM FTX,Monkey King,1
True,6570172820,17,Team Liquid,Tiny,0
False,6570172820,13,Team Liquid,Underlord,0
False,6570172820,18,TSM FTX,Leshrac,1
False,6570172820,8,TSM FTX,Medusa,1
False,6570172820,19,Team Liquid,Death Prophet,0
False,6570172820,0,TSM FTX,Dragon Knight,1
False,6570172820,10,TSM FTX,Enigma,1
False,6570172820,21,Team Liquid,Puck,0
False,6570172820,9,Team Liquid,Enchantress,0
True,6570172820,4,TSM FTX,Shadow Shaman,1
True,6570172820,22,TSM FTX,Treant Protector,1
True,6570172820,14,Team Liquid,Undying,0
True,6570172820,15,TSM FTX,Snapfire,1
True,6570172820,23,Team Liquid,Spectre,0
True,6570172820,16,TSM FTX,Brewmaster,1
True,6570172820,6,Team Liquid,Phoenix,0
False,6570284918,1,Team Spirit,Io,0
False,6570284918,2,Team Liquid,Mars,1
False,6570284918,8,Team Liquid,Chaos Knight,1
True,6570284918,4,Team Liquid,Pugna,1
True,6570284918,7,Team Liquid,Storm Spirit,1
False,6570284918,3,Team Spirit,Grimstroke,0
False,6570284918,10,Team Liquid,Keeper of the Light,1
True,6570284918,22,Team Liquid,Nature's Prophet,1
False,6570284918,19,Team Spirit,Troll Warlord,0
True,6570284918,5,Team Spirit,Pangolier,0
False,6570284918,21,Team Spirit,Razor,0
True,6570284918,17,Team Spirit,Templar Assassin,0
False,6570284918,20,Team Liquid,Underlord,1
False,6570284918,13,Team Spirit,Medusa,0
False,6570284918,18,Team Liquid,Death Prophet,1
True,6570284918,15,Team Liquid,Dragon Knight,1
False,6570284918,9,Team Spirit,Bloodseeker,0
False,6570284918,0,Team Liquid,Bane,1
True,6570284918,16,Team Liquid,Hoodwink,1
True,6570284918,23,Team Spirit,Tidehunter,0
False,6570284918,12,Team Liquid,Anti-Mage,1
False,6570284918,11,Team Spirit,Lone Druid,0
True,6570284918,6,Team Spirit,Rubick,0
True,6570284918,14,Team Spirit,Ogre Magi,0
False,6570288241,0,Thunder Awaken,Io,0
True,6570288241,6,Gaimin Gladiators,Mars,1
False,6570288241,13,Gaimin Gladiators,Chaos Knight,1
True,6570288241,4,Thunder Awaken,Pugna,0
True,6570288241,5,Gaimin Gladiators,Storm Spirit,1
False,6570288241,8,Thunder Awaken,Grimstroke,0
False,6570288241,12,Thunder Awaken,Keeper of the Light,0
True,6570288241,7,Thunder Awaken,Timbersaw,0
False,6570288241,18,Thunder Awaken,Shadow Demon,0
False,6570288241,11,Gaimin Gladiators,Pangolier,1
True,6570288241,17,Gaimin Gladiators,Monkey King,1
False,6570288241,2,Thunder Awaken,Sand King,0
False,6570288241,19,Gaimin Gladiators,Razor,1
False,6570288241,1,Gaimin Gladiators,Tiny,1
True,6570288241,15,Thunder Awaken,Kunkka,0
True,6570288241,16,Thunder Awaken,Mirana,0
False,6570288241,21,Gaimin Gladiators,Dragon Knight,1
False,6570288241,9,Gaimin Gladiators,Invoker,1
False,6570288241,10,Thunder Awaken,Bloodseeker,0
False,6570288241,20,Thunder Awaken,Abaddon,0
True,6570288241,23,Gaimin Gladiators,Enchantress,1
True,6570288241,14,Gaimin Gladiators,Bane,1
False,6570288241,3,Gaimin Gladiators,Snapfire,1
True,6570288241,22,Thunder Awaken,Luna,0
False,6570391220,1,Thunder Awaken,Io,1
True,6570391220,4,Gaimin Gladiators,Mars,0
False,6570391220,11,Thunder Awaken,Chaos Knight,1
False,6570391220,3,Thunder Awaken,Pugna,1
True,6570391220,17,Thunder Awaken,Storm Spirit,1
True,6570391220,7,Gaimin Gladiators,Grimstroke,0
True,6570391220,16,Gaimin Gladiators,Keeper of the Light,0
False,6570391220,12,Gaimin Gladiators,Shadow Demon,0
True,6570391220,15,Gaimin Gladiators,Void Spirit,0
True,6570391220,6,Thunder Awaken,Sand King,1
False,6570391220,18,Gaimin Gladiators,Razor,0
False,6570391220,2,Gaimin Gladiators,Tiny,0
True,6570391220,23,Thunder Awaken,Templar Assassin,1
False,6570391220,21,Thunder Awaken,Underlord,1
False,6570391220,13,Thunder Awaken,Ember Spirit,1
False,6570391220,20,Gaimin Gladiators,Medusa,0
True,6570391220,5,Thunder Awaken,Mirana,1
True,6570391220,22,Gaimin Gladiators,Bloodseeker,0
False,6570391220,9,Thunder Awaken,Enchantress,1
False,6570391220,10,Gaimin Gladiators,Bane,0
False,6570391220,19,Thunder Awaken,Anti-Mage,1
False,6570391220,0,Gaimin Gladiators,Snapfire,0
False,6570391220,8,Gaimin Gladiators,Spectre,0
True,6570391220,14,Thunder Awaken,Ogre Magi,1
False,6570398588,1,Team Spirit,Io,0
False,6570398588,2,Team Liquid,Mars,1
False,6570398588,8,Team Liquid,Chaos Knight,1
False,6570398588,3,Team Spirit,Pugna,0
True,6570398588,6,Team Spirit,Storm Spirit,0
True,6570398588,14,Team Spirit,Grimstroke,0
False,6570398588,20,Team Liquid,Terrorblade,1
True,6570398588,5,Team Spirit,Keeper of the Light,0
False,6570398588,9,Team Spirit,Shadow Demon,0
True,6570398588,15,Team Liquid,Visage,1
True,6570398588,23,Team Spirit,Troll Warlord,0
False,6570398588,21,Team Spirit,Monkey King,0
False,6570398588,10,Team Liquid,Sand King,1
False,6570398588,18,Team Liquid,Wraith King,1
False,6570398588,19,Team Spirit,Razor,0
True,6570398588,17,Team Spirit,Underlord,0
